OCCUPATIONID,RELATIONTYPE,SKILLID
key_17456,essential,key_8406
key_17456,essential,key_9646
key_17456,essential,key_10001
key_17456,essential,key_10832
key_17456,essential,key_11115
key_17456,essential,key_11157
key_17456,essential,key_11485
key_17456,essential,key_12023
key_17456,essential,key_12034
key_17456,essential,key_12124
key_17456,essential,key_12443
key_17456,essential,key_12750
key_17456,essential,key_12839
key_17456,essential,key_13043
key_17456,essential,key_13269
key_17456,essential,key_13460
key_17456,essential,key_13531
key_17456,essential,key_13743
key_17456,essential,key_13997
key_17456,essential,key_13999
key_17456,essential,key_14408
key_17456,essential,key_14763
key_17456,essential,key_14976
key_17456,optional,key_9471
key_17456,optional,key_1375
key_17456,optional,key_4389
key_17456,optional,key_7787
key_17456,optional,key_10461
key_17456,optional,key_12360
key_17456,optional,key_13754
key_17457,essential,key_1394
key_17457,essential,key_4073
key_17457,essential,key_5237
key_17457,essential,key_5537
key_17457,essential,key_6587
key_17457,essential,key_6875
key_17457,essential,key_13509
key_17457,essential,key_14254
key_17457,essential,key_2962
key_17457,essential,key_4017
key_17457,essential,key_5976
key_17457,essential,key_6871
key_17457,essential,key_6907
key_17457,essential,key_8318
key_17457,essential,key_8587
key_17457,essential,key_8727
key_17457,essential,key_9220
key_17457,essential,key_10461
key_17457,essential,key_12435
key_17457,essential,key_12581
key_17457,essential,key_14392
key_17457,essential,key_14754
key_17457,optional,key_3474
key_17458,essential,key_2416
key_17458,essential,key_1797
key_17458,essential,key_1926
key_17458,essential,key_2018
key_17458,essential,key_5644
key_17458,essential,key_5767
key_17458,essential,key_6994
key_17458,essential,key_7741
key_17458,optional,key_1335
key_17458,optional,key_3248
key_17458,optional,key_8149
key_17458,optional,key_13157
key_17458,optional,key_2017
key_17458,optional,key_3041
key_17458,optional,key_3501
key_17458,optional,key_3583
key_17458,optional,key_4729
key_17458,optional,key_5018
key_17458,optional,key_5741
key_17458,optional,key_6431
key_17458,optional,key_6672
key_17458,optional,key_8026
key_17458,optional,key_9335
key_17458,optional,key_9808
key_17458,optional,key_10500
key_17458,optional,key_10895
key_17458,optional,key_11529
key_17458,optional,key_11916
key_17458,optional,key_13581
key_17458,optional,key_14547
key_17459,essential,key_3976
key_17459,essential,key_8807
key_17459,essential,key_14128
key_17459,essential,key_2224
key_17459,essential,key_3014
key_17459,essential,key_3036
key_17459,essential,key_3185
key_17459,essential,key_3863
key_17459,essential,key_4288
key_17459,essential,key_5443
key_17459,essential,key_6167
key_17459,essential,key_6183
key_17459,essential,key_7409
key_17459,essential,key_9250
key_17459,essential,key_9719
key_17459,essential,key_10297
key_17459,essential,key_10461
key_17459,essential,key_10526
key_17459,essential,key_10996
key_17459,essential,key_11006
key_17459,essential,key_11334
key_17459,essential,key_12480
key_17459,essential,key_13584
key_17459,essential,key_14095
key_17459,essential,key_14270
key_17459,essential,key_14653
key_17459,essential,key_14835
key_17459,essential,key_15116
key_17459,optional,key_1821
key_17459,optional,key_4009
key_17459,optional,key_4219
key_17459,optional,key_7588
key_17459,optional,key_8005
key_17459,optional,key_8337
key_17459,optional,key_12793
key_17459,optional,key_14091
key_17459,optional,key_1289
key_17459,optional,key_1703
key_17459,optional,key_1780
key_17459,optional,key_2535
key_17459,optional,key_2774
key_17459,optional,key_3130
key_17459,optional,key_3638
key_17459,optional,key_3645
key_17459,optional,key_3800
key_17459,optional,key_4048
key_17459,optional,key_4434
key_17459,optional,key_4824
key_17459,optional,key_5196
key_17459,optional,key_5467
key_17459,optional,key_5588
key_17459,optional,key_5611
key_17459,optional,key_5732
key_17459,optional,key_5917
key_17459,optional,key_6412
key_17459,optional,key_6465
key_17459,optional,key_7221
key_17459,optional,key_7699
key_17459,optional,key_8225
key_17459,optional,key_8456
key_17459,optional,key_8464
key_17459,optional,key_8599
key_17459,optional,key_8653
key_17459,optional,key_9422
key_17459,optional,key_9576
key_17459,optional,key_9624
key_17459,optional,key_10472
key_17459,optional,key_11227
key_17459,optional,key_11873
key_17459,optional,key_12042
key_17459,optional,key_12357
key_17459,optional,key_12405
key_17459,optional,key_12408
key_17459,optional,key_12577
key_17459,optional,key_12731
key_17459,optional,key_12855
key_17459,optional,key_13106
key_17459,optional,key_13885
key_17459,optional,key_14690
key_17459,optional,key_14829
key_17459,optional,key_15011
key_17460,essential,key_3774
key_17460,essential,key_12104
key_17460,essential,key_1404
key_17460,essential,key_1405
key_17460,essential,key_2117
key_17460,essential,key_2180
key_17460,essential,key_2359
key_17460,essential,key_2428
key_17460,essential,key_3041
key_17460,essential,key_3501
key_17460,essential,key_4273
key_17460,essential,key_4819
key_17460,essential,key_5253
key_17460,essential,key_5436
key_17460,essential,key_6327
key_17460,essential,key_6478
key_17460,essential,key_6994
key_17460,essential,key_7460
key_17460,essential,key_7741
key_17460,essential,key_9464
key_17460,essential,key_9958
key_17460,essential,key_10773
key_17460,essential,key_11686
key_17460,essential,key_11823
key_17460,essential,key_13482
key_17460,essential,key_13655
key_17460,essential,key_13744
key_17460,essential,key_14234
key_17460,essential,key_14781
key_17460,essential,key_15093
key_17460,optional,key_11702
key_17460,optional,key_12798
key_17460,optional,key_13316
key_17460,optional,key_14473
key_17461,essential,key_1991
key_17461,essential,key_4427
key_17461,essential,key_5518
key_17461,essential,key_6719
key_17461,essential,key_9776
key_17461,essential,key_11988
key_17461,essential,key_12832
key_17461,essential,key_13879
key_17461,essential,key_14663
key_17461,essential,key_1262
key_17461,essential,key_1771
key_17461,essential,key_1786
key_17461,essential,key_3447
key_17461,essential,key_3497
key_17461,essential,key_3666
key_17461,essential,key_3820
key_17461,essential,key_3890
key_17461,essential,key_3921
key_17461,essential,key_3968
key_17461,essential,key_4307
key_17461,essential,key_4469
key_17461,essential,key_4644
key_17461,essential,key_4867
key_17461,essential,key_5200
key_17461,essential,key_5350
key_17461,essential,key_5584
key_17461,essential,key_5774
key_17461,essential,key_6047
key_17461,essential,key_6436
key_17461,essential,key_6481
key_17461,essential,key_6766
key_17461,essential,key_7165
key_17461,essential,key_7287
key_17461,essential,key_7576
key_17461,essential,key_7726
key_17461,essential,key_7870
key_17461,essential,key_7971
key_17461,essential,key_9013
key_17461,essential,key_9673
key_17461,essential,key_10001
key_17461,essential,key_10081
key_17461,essential,key_10256
key_17461,essential,key_10396
key_17461,essential,key_10493
key_17461,essential,key_10497
key_17461,essential,key_10534
key_17461,essential,key_10821
key_17461,essential,key_11073
key_17461,essential,key_11115
key_17461,essential,key_11340
key_17461,essential,key_11451
key_17461,essential,key_11485
key_17461,essential,key_11498
key_17461,essential,key_11626
key_17461,essential,key_11881
key_17461,essential,key_12022
key_17461,essential,key_12399
key_17461,essential,key_12602
key_17461,essential,key_12604
key_17461,essential,key_12750
key_17461,essential,key_13043
key_17461,essential,key_13492
key_17461,essential,key_13656
key_17461,essential,key_13823
key_17461,essential,key_13940
key_17461,essential,key_13999
key_17461,essential,key_14147
key_17461,essential,key_14429
key_17461,essential,key_14763
key_17461,essential,key_14907
key_17461,essential,key_15024
key_17461,optional,key_8265
key_17462,essential,key_2143
key_17462,essential,key_3174
key_17462,essential,key_3382
key_17462,essential,key_4313
key_17462,essential,key_4540
key_17462,essential,key_6058
key_17462,essential,key_6164
key_17462,essential,key_6182
key_17462,essential,key_6723
key_17462,essential,key_7385
key_17462,essential,key_8504
key_17462,essential,key_8573
key_17462,essential,key_8944
key_17462,essential,key_10153
